gene_name	IMMU.BC2.0118.FIXT.01.RNA.01	IMMU.BC2.0140.FIXT.01.RNA.01	IMMU.BC2.0145.FIXT.01.RNA.01	IMMU.BC2.0151.FIXT.01.RNA.01	IMMU.BC2.0159.FIXT.02.RNA.01	IMMU.BC2.0163.FIXT.01.RNA.01	IMMU.BC2.0166.FIXT.01.RNA.01
MIR4436B2	0	0	0	0	0	0	0
RN7SL774P	0	0.100522	0.115823	0	0	0.186189	0.223495
EEF1DP7	1.333361	1.524541	1.972663	1.216386	2.542281	0.619273	0.918973
AP000845.1	1.084542	0.527286	1.32159	0.341081	1.383739	0.810569	2.136523
MIR3920	0	0	0	0	0	0	0
AC053481.2	0	0	0	0	0	0	0
MIR4303	0	0	0	0	0	0	0
MIR4667	0	0	0	0	0	0	0
AC080037.1	0	0	0.263757	0	0.251707	0.024225	0.014486
MIR3925	0	0	0	0	0	0	0
AC100778.1	0.535662	0.312473	0.406363	0.409088	0.605679	0.390671	0.410028
MIR4669	0	0	0	0	0	0	0
AC015563.1	0.141496	0.087701	0.193062	0.037173	0.171551	0.028399	0.207061
RN7SL555P	0.085646	0.075233	0.217487	0.065576	0.072934	0.471268	0
MIR3116-1	0	0	0	0	0	0	0
MIR5000	0	0.704605	0.795924	1.110892	0	0	0.547774
MTND2P13	0	0	0	0	0	0	0
AC100778.2	0.670347	0.87698	0.947948	0.352908	1.553639	0.83738	1.131653
AC011825.3	0.291205	0	0	0	0	0	0
MIR3670-1	0	0	0	0	0	0	0
AC019131.1	0	0	0	0.071436	0	0	0
AC022960.1	0	0	0.041528	0	0	0	0.133195
MIR4462	0	0	0	0	0	0	0
MIR4448	0	0	0	0	0	0	0
SNORD3A	57986.852618	48643.412692	22561.639256	48438.275879	19103.048256	36331.248751	34479.648512
TOMM20P3	0	0	0	0	0	0	0
AC100832.2	0	0	0	0	0	0	0.136947
RN7SL275P	0	0.153715	0.044428	0.201139	0.074496	0	0.173036
RN7SL32P	0.125815	0.640989	0.368981	0.282012	0.413135	0.132534	0.315832
RN7SL435P	0	0	0.061078	0	0	0	0
MIR548Y	0	0	0	0	0	0	0
AC015818.3	0.064825	0	0	0	0	0	0.05622
AP005120.1	0	0	0.081402	0	0	0.088464	0
RN7SL850P	0	0.099858	0	0.087848	0	0.123348	0.07403
NBPF11	5.508099	4.929298	10.310234	3.744092	12.038385	5.168454	10.162296
AC091138.1	0.049147	0	0	0	0	0.064071	0
RHEX	0.036814	2.025463	0.887852	0.913584	5.337754	0.259672	3.161742
MIR4461	0	0	0	0	0	0	0
MIR4509-3	0	0	0	0	0	0	0
MIR4290	0	0	0	0	0	0	0
RN7SL381P	13.426362	9.51305	6.942014	17.85186	7.367225	3.24908	6.593739
RN7SL678P	0.331489	0	0.437371	0.582857	0	0.176151	0.281878
AP001094.1	0	0	0	0	0	0	0
MIR1587	0	0	0	0	0	0	0
MIR4760	0	0	0	0	0	0	0
RN7SL121P	0	0	0	0.099258	0	0	0
YWHAEP3	0	0	0	0	0	0	0
MIR4499	0	0	0	0	0	0	0
MIR4672	0	0	0	0	0	0	0
MIR5705	0	0	0	0	0	0	0
AC009716.1	0	0	0	0	0	0	0
AC087393.2	0.332878	0	0.068277	0.131732	0.076746	0.076211	0.060807
MIR5698	0	0	0	0	0	0	0
RN7SL147P	0	0.190851	0	0	0	0	0
RN7SL615P	0.445077	0.667977	0.440122	0.335243	1.015682	0.767938	1.559729
AC004253.1	0	0	0	0	0	0	0
RN7SL786P	0.556347	0	0	0.419055	0	0	0
RN7SL42P	0.114446	0	0	0	0	0	0
AP005059.1	0	0	0.026524	0	0.089264	0	0.035197
RN7SL52P	0	0	0	0	0	0	0
MIR4717	0	0	0	0	0	0	0
MIR4314	0	0	0	0	0	0	0
AKR1C8P	0.043368	0.131597	0.335947	1.437676	0.172448	1.278146	0.444233
AC104564.2	0.114827	0.139354	0.097454	0.18352	0.110099	0.091957	0.307995
MIR4429	0	0	0	0	0	0	0
AC091588.1	0	0	0	0	0	0	0
MIR3938	0	0	0	0	0	0	0
MIR4253	0	0	0	0	0	0	0
AC124254.1	0	0.200983	0.019726	0	0	0	0.062365
AC015908.3	0	0	0.290516	0	0	0	0.062268
RN7SL336P	4.370031	1.248504	2.269897	1.096787	2.230168	1.604657	1.925882
AC018521.2	0.37049	0	0.902146	0.255673	0.055898	0.255593	0.533424
AC068418.1	0	0	0	0	0	0	0
MIR4507	0	0	0	0	0	0	0
LINC02003	0	0.132198	0.059139	0	0	0.015907	0.00634
RN7SL744P	0.139983	0	0.271376	0	0	0.144662	0.349857
AC061975.3	0	0	0	0	0	0	0
RN7SL66P	0	0	0	0.210712	0	0	0.08874
ABHD15-AS1	0.279892	0	0	0	0	0	0
MIR4491	0	0	0	0	0	0	0
RN7SL198P	0	0	0	0	0	0	0
MIR4472-2	0	0	0	0	0	0	0
AC022662.1	0	0	0	0	0	0	0
RN7SL670P	0.234658	0	0.113364	0	0.111997	0	0.080088
AC005726.2	0	0.022605	0.126794	0.062701	0.078568	0.222919	0.143005
RN7SL455P	0	0	0.179082	0	0.104709	0	0.319758
MIR4737	0.926069	0	0.554762	0	0	0	0
AC005412.1	0.02431	0.023896	1.616808	0	0	0	0.01898
RPL31P9	0	0	0	0	0	0	0
MIR5685	0	0	0	0	0	0	0
AC103810.1	3.238698	4.353257	6.574581	0.669185	8.555399	0.402375	4.925821
AC073508.2	0	0.026905	0.014179	0.075834	0.00734	0.026002	0.004758
MIR4316	0	0	0	0	0	0	0
FGF7P1	0	0	0	0	0	0.062855	0
MIR3687-2	1.338339	4.339196	4.992016	2.220216	0	2.80912	3.572852
AC024267.1	0	0	0	0	0	0.012015	0
AC005291.1	0.256561	0.996789	1.612567	0.296189	0.136955	0.877358	1.049477
MIR3943	0	0	0	0	0	0	0
DND1P1	0.075888	0.154314	0.232813	0.326241	0.165303	0.290811	0.191878
RN7SL531P	0.124883	0.106101	0.061078	0	0	0	0.254273
AP001180.2	0	0	0	0.02214	0	0	0
MIR3199-1	0	0	0	0	0	0	0
MIR4783	0	0	0	0	0	0	0
AC114488.3	0.090332	0.042163	0.073505	0.035653	0.041271	0.081776	0.391762
AP005057.1	0.067476	0	0	0	0.159135	0	0
AC005899.1	2.017335	0.432144	0.522452	0.221347	0.491122	0.652669	0.104121
MIR5688	0	0	0	0	0	0	0
MIR3681	0	0	0	0	0	0	0
MIR4666B	0	0	0	0	0	0	0
RN7SL474P	0.108985	0	0	0	0	0	0
AC007448.1	0	0	0	0	0	0	0
MIR4803	0	0	0	0	0	0	0
MIR4689	0	0	0	0	0	0	0
MIR4688	0	0	0	0	0	0	0
AC114689.1	0	0	0	0	0	0	0
MIR3688-1	0	0	0	0	0	0	0
AC138207.2	0.043316	0.081193	0.259599	0	0.039771	0.184091	0.283291
AC090457.1	0	0	0	0	0	0	0
MIR4300	0	0	0	0	0	0	0
AC015813.1	36.114958	4.306281	8.651336	2.446075	12.193343	4.393098	3.807879
RN7SL784P	0.084158	0.14811	0.299761	0.134976	0.143602	0.417862	1.007239
MIR3180-4	0	0	0	0	0	0	0
AC116003.1	0	0	0	0	0	0	0.00575
MIR4795	0	0	0	0	0	0	0
AC104984.1	0.30257	0.049442	0.014429	0.020206	0.024472	0	0.039218
SCML2P1	0	0	0	0	0	0	0
RN7SL713P	0	0	0.697699	0	0.090037	0.057672	0.207639
AC007631.1	0	0	0	0	0	0	0
MIR3689D2	0	0	0	0	0	0.629933	0
AC024267.2	0	0	0	0	0	0	0
MIR3667	0	0	0	0	0	0	0
MIR3928	0	0	0	0	0	0	0
AC239859.4	0	0	0	0	0	0	0
AC138207.3	0	0.311737	1.234211	0	0.934383	0	2.27042
AC103987.2	0	0	0	0	0	0	0
AP005136.1	0	0	0	0	0	0	0
AC090403.1	0	0	0.025623	0	0.019487	0	0.024567
MIR3127	0	0	0	0	0	0	0
MIR4670	0	0	0	0	0	0	0
MIR4762	0	0	0	0	0	0	0
MIR3689B	0	0.389144	0	0.311255	0	0	0
AC090616.2	0.108996	0.049972	0.058039	0.042708	0	0.128034	0
AC122129.2	0.380121	0.132433	0.56416	0.4867	1.393161	0.597858	1.295061
MTND1P15	0.016565	0	0	0	0	0.022397	0
RN7SL665P	0	0.094221	0.054334	0.248194	0	0.116738	0
MIR4305	0	0	0	0	0	0	0
PDLIM1P3	0	0	0	0.32739	0	0	0
AC005552.1	0	0.026498	0	0.021744	0.052392	0	0.062881
MIR3189	0	0	0	0	0	0	0
MAGOH2P	0.543682	0.595533	0.541335	0.460657	1.78868	0.125805	2.115695
AL353997.2	0	0	0	0	0	0.003709	0.004434
AP000894.1	0	0	0	0	0	0	0
SNRPCP4	0.055414	0	0.029435	0	0	0	0
AC055811.2	0	0.222384	0.404977	0.320362	0.048563	0.497024	0
AC106037.1	0.784519	0.15289	0.662854	0.800066	0.740998	0.621969	1.351029
AP005262.1	0	0	0	0	0	0	0.025259
RN7SL117P	0	0	0	0	0	0.119592	0
AC027229.1	0	0	0	0	0	0	0
AC011120.1	0.029678	0	0	0.023699	0	0	0
MIR4693	0	0	0	0	0	0	0
MIR4701	0	0	0	0	0	0	0
AGAP7P	0.157901	0.608812	0.230053	0.134687	0.54999	0.249892	2.883153
AC239868.1	0.966268	1.948583	1.836578	0.686628	3.205151	1.632195	5.332965
MIR4716	0	0	0	0	0	0	0
MIR4492	0	0	0	0	0	0	0
AC103808.1	0	0	0	0	0	0	0
AC126365.1	0	0.019288	0	0.02282	0.048294	0.210213	0.007835
RPL35AP25	0	0	0	0	0	0	0
MIR3168	0	0	0	0	0	0	0
RNU4ATAC	48.785738	45.281007	54.772773	38.916707	49.87136	78.91957	70.58515
ANXA8L1	0.027959	0.405839	0.715148	1.202286	0.132285	15.68653	20.247715
LINC01916	0	0	0	0	0.033035	0	0
MIR4456	0	0	0	0	0	0	0
AP005329.1	0.429976	0.205038	0.392077	0.083917	0.41575	0.373903	0.490777
AC096708.1	0	0	0	0	0	0	0
CPDP1	0	0	0	0	0	0	0
AC018521.3	0	0	0.011748	0	0	0	0
AC233702.3	0	0	0	0	0	0	0
AP005208.1	0	0	0	0	0	0	0
LINC00909	1.637642	3.528024	2.903267	0.958977	7.548252	3.092841	3.52923
MIR3912	0	0	0	0	0	0	0
RN7SL835P	0	0	0	0	0	0	0
RN7SL819P	0	0	0.066541	0	0	0	0
AP001496.1	0.046649	0.520997	0.075671	0	0.552137	0	0
KIR3DP1	0	0	0	0	0	0	0
LINC01893	0	0	0	0	0	0	0
AC131274.1	0	0	0	0	0	0	0
LINC01925	0	0	0	0.033358	0	0	0
MIR4322	0	0	0	0	0	0	0
MIR4767	0	0	0	0	0	0	0.824091
AC016866.1	0.136797	0.026662	0.139876	0.196983	0.079065	0.26441	0.063255
AC087749.1	0	0	0	0.054886	0	0	0.051682
RN7SL488P	0	0	0.05946	0	0	0.063661	0.305724
AC100786.1	0	0	0.022165	0.03201	0.074773	0	0
AC107982.2	0	0	0	0	0	0	0.068817
MIR4799	0	0	0	0	0	0	0
RN7SL753P	0	0.301566	0.34747	0.10295	0.291699	0.270953	0.083805
ZNF236-DT	0.146315	0.506646	0.24924	0.337804	0.287906	0.241176	0.244046
MIR4786	0	0	0	0	0	0	0
AC103987.3	0	0	0	0	0	0	0
AC104564.3	0.302941	0.559636	0.812459	0.595297	1.093376	0.239896	0.825767
MIR2467	0	0	0	0	0	0	0
RN7SL657P	0	0	0	0	0	0	0
SNORD55	0	127.098696	32.140814	26.749807	45.460912	258.597388	18.561248
MIR3922	0	0	0	0	0	0	0
AC090666.1	0	0	0	0	0	0	0
MIR4433B	0	0	0	0	0	0	0
AC090616.3	0	0	0	0.456519	0	0	0.146317
LINC01444	0	0	0	0	0	0.043783	0.052365
AC024267.3	0	0	0.038799	0.027744	0	0	0.08485
MIR4694	0	0	0	0	0	0	0
CCDC58P1	0	0.100318	0.087321	0	0	0	0
RN7SL644P	0	0.125277	0.071945	0	0	0	0.552675
MIR548AT	0	0	0	0	0	0	0
HNRNPA1P11	0	0	0	0	0	0	0
MTCO3P13	0	0	0.012425	0	0	0	0
RN7SL154P	0	0	0	0	0	0	0
MIR4801	0	0	0	0	0	0	0
RN7SL448P	0.11364	0.097289	0.626138	0.085653	0.658889	0.304091	0.218305
AC006030.1	0.177804	0.204624	0.178873	0.062514	0.325435	0.351253	0.152768
MIR5186	0	0	0.315804	0	0	0	0
AC134978.1	0	0	0	0	0	0	0
AP001020.1	0	0	0.025815	0	0	0	0
AC009704.1	0	0	0	0	0	0	0.294403
MIR4417	0	0	0	0	0	0	0
MIR3660	0	0	0	0	0	0	0
NOTCH2NLA	34.10514	36.349106	42.112425	26.584581	83.293387	22.611143	62.470338
LINC01894	0	0.082473	0.167774	0.104455	0.058327	0.038031	0
MIR4258	0	0	0	0	0	0	0
SNRPGP2	4.714415	0	0	0.703816	0	0	0
RN7SL602P	0	0	0	0	0	0	0.061108
MIR3134	0	0	0	0	0	0	0
MIR4648	0	0	0	0	0	0	0
MIR3122	0	0	0	0	0	0	0
NEK4P2	0	0	0	0	0	0	0
DYNLL2	22.549511	6.976697	38.112371	11.002476	19.254372	14.992228	21.350856
AC023983.1	0	0	0.019155	0	0.032379	0.021546	0.051557
MIR3125	0	0	0	0	0	0	0
MIR4425	0	0	0	0	0	0	0
AC005899.2	0	0	0	0	0	0	0
MIR4671	0	1.116853	0	0	0	0	0
RN7SL431P	4.454365	4.658147	8.081872	2.804001	9.457549	3.513001	5.235657
MIR4513	0	0	0	0	0	0	0
MIR5007	0	0	0	0	0	0	0
AC090312.1	0	0	0	0	0.139273	0	0
MIR4465	0	0	0	0	0	0	0
RN7SL208P	0	0	0	0	0	0	0
MIR3193	0	0	0	0	0	0	0
MIR3180-5	0	0	0	0	0	0.217928	0
MIR4736	0	0	0	0	0	0	0
RN7SL491P	0	0	0.200627	0	0	0	0.085651
MIR548AL	0	0	0	0	0	0	0
BX547991.1	0	0	0	0.104004	0	0	0
MIR3913-1	0	0	0	0	0	0	0
MIR548AP	0	0	0	0	0	0	0
MIR4470	0	0	0	0	0	0	0
MIR548AC	0	0	0	0	0	0	0
AC007448.2	0	0	0.035679	0.638719	0	0	0
AC015818.4	0	0	0	0	0	0	0
RN7SL718P	0	0	0	0.081145	0.089482	0.057864	0.22722
MYH4	0	0	0	0	0.004446	0	0
MIR4653	0	0	0	0	0	0	0
MIR4283-1	0	0	0	0	0	0	0
MIR3183	0	0	0	0	0	0	0
AC131274.2	0	0	0	0	0	0	0
AC110603.1	0	0	0	0	0	0	0
AC104982.2	0	0.038003	0.022101	0	0	0	0.029562
RN7SL560P	0	0	0.069324	0	0	0.07388	0
AL445686.2	0	0.020307	0.011875	0.024078	0.610088	0.117233	0.338092
SDHCP1	0.486426	0.229351	0.778022	0.128442	2.099652	0.074519	0.594534
AC084346.2	1.722772	0.266683	0.973424	0.294198	0.431662	0.638323	0.964257
AP005433.1	0.071863	0	0.371679	0	0	0	0.168672
AC036222.1	0	0	0.028614	0	0.024289	0	0.038932
AC138207.4	5.321678	3.959042	5.031096	2.65299	7.439291	1.294023	4.011714
AC025211.1	0	0	0	0	0	0	0
MIR3648-2	1156.904345	962.682267	1310.560601	811.791844	42.742428	131.189888	875.867157
AC091170.1	0	0	0.003744	0	0	0	0.005228
MIR4520-1	0	0	0	0	0	0	0
MIR4794	0	0	0	0	0	0	0
AC096708.2	0	0	0.021663	0	0.0731	0	0.058002
MIR4656	0	0	0	0	0	0	0
AP005062.1	0	0	0	0	0	0	0.023504
MIR5682	0	0	0	0	0	0	0
MIR4714	0	0	0	0	0	0	0
MIR4705	0	0	0	0	0	0	0
MIR5008	0	0	0	0	0	0	0
RN7SL697P	0	0	0	0	0	0.058717	0
AC061975.4	0	0	0	0	0	0	0.034237
AC090283.1	0	0	0	0	0	0	0
BX640514.1	0	0.014794	0.008655	0	0	0	0
AC005544.1	0	0	0.026165	0.038254	0.044036	0.029021	0
MIR4298	0	0	0	0	0	0	0
MIR4650-2	0	0	0	0	0	0	0
AC090616.4	0	0	0	0	0	0	0
MIR3124	0	0	0	0	0	0	0
RN7SL731P	0	0	0	0	0	0	0
AP001180.3	0	0	0	0	0	0	0
MIR3678	0	0	0	0	0	0	0
MIR5692A2	0	0	0	0	0	0	0
AC006270.1	0	0	0	0	0	0	0
AP000915.1	0.036305	0	0	0	0	0	0
AC011474.1	0	0	0	0	0	0	0.022017
RN7SL596P	0	0	0.185355	0	0	0.062855	0.37727
AC005154.4	0.14597	0.065095	0.263826	0.225573	0	0.082175	0.197028
OTUD7B	4.284785	6.688651	11.872199	6.683152	9.783211	7.582954	17.574024
MIR4778	0	0	0	0	0	0	0
AC006270.2	1.973423	0.649278	1.450703	1.111383	1.149561	0.357498	0.898011
RN7SL25P	0	0	0	0	0	0	0.091349
MIR378B	0	0	0	0	0	0	0
MIR5706	0	0	0	0	0	0	0
SUZ12P1	15.051182	12.591568	21.691468	6.695135	27.494886	10.708007	26.358555
MIR548AR	0	0	0	0	0	0	0
RN7SL405P	0.11864	0	0.116583	0.267124	0.097872	0.186018	0.224921
AL359922.1	0	0.280786	0	0.228792	0.129786	0.20429	0.683429
AC008026.3	1.735011	1.498097	2.379806	1.086712	3.43877	1.037609	1.766851
AC132872.2	0.011288	0.099934	0.079134	0.05062	0.124017	0.201056	0.2404
SNORD95	53.79438	265.60503	73.67867	63.321488	126.802776	543.702421	12.15248
MIR4257	0	0	0	0	0	0	0
RN7SL793P	0	0	0	0	0	0	0
AC015674.1	0.279966	0.472062	0.881971	0.413209	0.228156	1.880608	1.129234
MIR3162	0	0	0	0	0	0	0
AC138761.1	0	0	0	0	0	0	0
MIR4633	0	0	0	0	0	0	0
AC090897.1	0	0	0	0	0	0	0
MIR23C	0	0	0	0	0	0	0
AC137723.1	0.246043	0.09666	0.335635	0.019727	0.289377	0.03208	0.441848
SNX19P3	0.004404	0.018448	0.031128	0.007187	0.013916	0	0.007548
MIR4529	0	0	0	0	0	0	0
MIR4296	0	0	0	0	0.972298	0	0
RN7SL15P	0.108985	0.093628	0.107998	0.082199	0	0.174053	0.069628
MIR1254-2	0	0	0	0	0	0	0
LINC00526	0.058567	0.515721	1.113833	0.417192	0.691971	0.858722	0.593665
AC010761.1	0.24887	0.0891	0.551461	0.143349	0.585223	1.159168	0.714587
AC009630.3	0.02365	0.023292	0.12228	0.018976	0.046166	0.216752	0.129625
MIR5692B	0	0	0	0	0	0	0
RN7SL326P	0.112842	0.483303	0.334288	0.169867	1.028737	1.195917	0.861201
MIR4487	0	0	0	0	0	0	0
MIR4449	0	0	0	0	0	0	0
AC117569.1	0	0	0	0	0	0	0
MAPT-AS1	0.019642	0	0.006961	0.246097	0	0.011141	0.033918
RN7SL131P	0	0	0	0	0	0.079244	0
AC103808.2	0	0	0	0	0	0	0
AP000897.1	0.982375	1.229775	1.53152	0.777538	1.689387	0.976319	0.898695
AC003687.1	0	0	0	0	0	0	0.038882
MIR3159	0	0	0	0	0	0	0
MIR3173	0	0	0	0	0	0	0
AC005726.3	2.839692	2.313254	4.663495	2.080794	5.763406	3.12536	5.010804
MIR4685	0	0	0	0	0	0	0
RN7SL290P	0	0	0	0	0	0	0
MIR5588	0	0	0	0	0	0	0
RN7SL592P	0	0.106832	0.061497	0	0	0.13154	0.078958
MIR4755	0	0	0	0	0	0	0
AC233702.4	0	0	0	0	0	0	0
RN7SL732P	0.219478	0.282669	0.108674	0.082732	0.18236	0.313345	0
MIR5591	0	0	0	0	0	0	0
AC022903.1	0.046992	0.087409	0.02539	0.148166	0.042748	0	0.135036
MIR4796	0	0	0	0	0	0	0
PRKCA-AS1	0.006403	0	0	0	0.013358	0	0
MIR4271	0	0	0	0	0	0	0
AC100844.1	0	0	0	0	0	0	0
AP001020.2	1.154159	0.874634	1.793384	0.476297	1.481905	0.987838	2.821617
MIR3152	0	0	0	0	0	0	0
AC024614.1	0	0	0	0	0	0	0
KRT18P8	0	0	0	0.00956	0	0	0
AC104564.4	0	0.218117	0.125545	0.1918	0	0.067082	0
MIR5194	6.668752	3.950332	2.21063	6.645702	15.034481	2.0406	5.526323
PPIAP54	0.440685	0.041236	0.14382	0.174139	0.323057	0.160142	0.127797
MIR3171	0	0	0	0	0	0	0
MIR4798	0	0	0	0	0	0	0
AC064805.2	0.039145	0	0	0.031041	0.10904	0	0
AC107926.1	0.029895	0.086796	0.084285	1.527601	0.286188	0	0.0456
MIR3200	0	0	0	0	0	0	0
AC126365.2	0	0	0.035839	0.053478	0	0.039166	0
KRT8P34	0.014666	0.222659	0.017344	0.071158	0.444209	0.020007	0.011963
AC020558.1	0.055887	0.102233	0.059315	0	0.14954	0.098109	0.469962
AC138696.1	0	0.20768	0.126369	0.03517	0.23437	0.051768	0.101494
SEPT4-AS1	1.285968	1.011751	1.307365	0.402975	1.290106	1.348325	3.040189
AC098850.1	0	0.025253	0.029449	0	0	0	0.020015
MIR4285	0	0	0	0	0	0	0
RN7SL204P	0.290625	0.122464	0.211047	0.213572	0	0.074952	0.180038
MIR3140	0	0	0	0	0	0	0
MIR4773-1	0	0	0	0	0	0	0
PRPF19P1	0	0	0	0	0	0	0
AC015688.2	0	0	0	0	0	0	0
AC123786.1	0	0	0	0	0.052497	0	0
AC007922.1	0	0	0	0	0.044183	0.029114	0
AC067819.1	0	0	0	0	0	0	0
MIR4255	0	0	0	0	0	0	0
LINC01912	0	0	0	0	0	0	0
AC018521.4	0	0	0.021065	0	0	0	0.028234
MIR4752	0	0	0	0	0	0	0
AC090337.1	0.352992	0.393762	0.909864	0.202368	4.86966	0.143742	0.715216
RN7SL217P	0.606386	0	0.120024	0	0	0	0.154094
L3MBTL4-AS1	0.245834	0.117266	0.113008	0.167782	0.353278	0.094209	0.135176
MIR4504	0	0	0	0	0	0	0.647898
KIAA0895LP1	0	0.00744	0.228194	0	0	0.340072	0.512265
NPY4R2	0.003834	0.031737	0.119388	0.028421	0	0	0.08067
MIR3117	0	0	0.582831	0	0	0	0
MIR3129	0	0	0	0	0	0	0
AC005725.1	0.218441	0.047707	0.058953	0.281801	0.053274	0.014519	0.182072
AC022596.1	0	0	0	0	0.090037	0	0.484492
MIR4638	0	0	0	0	0	0	0
MIR4718	0	0	0	0	0	0	0
AC069061.2	0.077385	0	0	3.731535	0	0	0
AC145207.7	0	0	0	0	0.016414	0.011073	0.013242
BDP1P	0	0	0	0	0	0	0
MIR4511	0	0	0	0	0	0	0
AC093484.2	0.0436	0.401351	0.098511	0.081211	0.357605	0.053098	0.06887
MIR4505	0	0	0	0	0	0	0
DPRXP4	6.895931	3.577479	6.228901	3.166222	5.071055	1.526056	3.908914
MIR3689C	0	0	0	0	0	0	0
TTC39C-AS1	0.020198	0.180881	0.093841	0.113768	0.47918	0.026856	0.208772
MIR3924	0	0	0	0	0	0	0
AC032019.1	0	0	0	0	0	0	0
AC110921.1	0.305636	1.003925	1.066493	0.756099	1.776577	0.136037	0.743933
MIR3131	0	0	0	0	0	0	0
MIR3198-1	0	0	0	0	0	0	0
MIR3141	0	0	0	0	0	0	0
MIR4295	0	0	0	0	0	0	0
MIR4772	0	0	0	0	0	0	0
AC098850.2	0	0	0	0	0	0	0
RN7SL237P	0.120381	0	0	0	0	0	0
AC145207.8	0	0	0.05805	0.055337	0	0.065267	0.130151
AC016876.2	1.574137	2.160297	2.597908	2.340019	4.620116	1.266102	3.222813
MIR4420	0	0	0	0	0	0	0
PPIAP14	0	0	0.093252	0	0	0.233944	0
MIR4537	0	0	0	0	0	0	0
AC005722.3	0	0	0	0.040289	0	0	0
MIR3148	0	0	0	0	0	0	0
AC021382.1	0	0.017271	0.020171	0	0	0	0.01447
AC004147.3	0	0	0	0	0	0	0
MIR4637	0	0	0	0	0	0	0
MIR4771-1	0	0	0	0	0	0	0
MIR5009	0	0	0	0	0	0	0
MIR4294	0	0	0	0	0	0	0
ERVFRD-3	0.06935	1.328521	0.713925	0.136156	0.549663	0.554159	1.299378
MIR5191	0	0	0	0	0	0.6802	0.425102
MIR378C	0	0	0	0	0	0	0
AC068025.1	0.111134	0.065948	0.359116	0.035709	0.261675	0.54176	0.402789
MIR4441	0	0	0.82935	0	0	0	0
AC138761.2	0	0	0	0	0	0	0
AC132938.2	0.679406	0.408858	0.566151	0.188326	0.733128	1.032363	0.627535
AC113554.1	0	0.012924	0.007597	0	0.004161	0	0
MIR1273C	0	0	0	0	0	0	0
MIR3154	0	0	0	0	0	0	0
MIR5571	0	0	0	0	0	0	0
AC091588.2	0	0	0	0	0.255247	0	0.049699
AC087749.2	0	0	0	0	0	0.088464	0
RN7SL468P	0.114446	0	0.112861	0.25826	0.120525	0.137798	0
MIR1273F	0	0	0	0	0	0	0
VN1R71P	0	0	0	0	0	0	0
RN7SL404P	1.366854	0.834195	1.246105	1.058182	0.122772	0.192311	0.198775
AP001180.4	0	0	0.023244	0	0.019784	0	0.031831
AC119868.1	0.168966	0.292944	0.169408	0.062792	0.144089	0.045305	0.166022
MIR4310	0	0	0	0	0	0	0
AC011933.2	3.223711	4.622894	5.038625	2.710874	10.013585	2.661358	2.560414
MIR5696	0	0	0	0	0	0	0
DSG2-AS1	0.020435	0	0.00408	0	0.027995	0.019043	0.005693
AC097641.1	0	0.0652	0.022594	0.056568	0	0.050011	0
RN7SL45P	0.667617	0.477135	0.550162	0.167622	0.646345	0.297228	0.569285
MIR3613	0	0	0	0	0	0	0
AC068112.1	0	0.072538	0	0	0	0	0
AC087499.6	0	0	0	0	0	0	0
AP005209.1	0	0.017133	0.010005	0	0	0.011502	0.027512
RN7SL690P	0	0	0	0	0	0	0.319837
AP005901.2	0	0	0	0	0	0	0
MIR1273D	0	0	0	0	0	0	0
AC026271.3	0.411598	1.433262	1.115277	0.390049	1.906176	0.940264	4.616587
NOS2P4	0	0	0	0	0	0	0
AC006141.1	1.678308	2.306995	3.093102	1.139705	3.915515	1.311566	3.719476
MIR3921	0	0	0	0	0	0	0
MIR3616	0	0	0	0	0	0	0
MIR5701-3	0	0	0	0	0	0	0
MIR4494	0	0	0	0	0	0	0
PRELID3BP3	0	0	0	0	0	0.022766	0.054453
RN7SL525P	0.126756	0	0.061919	0.094629	0.415983	0	0.57827
AC022069.1	0.191946	0.454196	0.342623	0.065805	0.845071	0.406232	0.887326
AC015845.1	0	0	0	0	0	0	0
RN7SL230P	1.720095	3.496788	2.453745	2.758937	2.77394	1.719945	1.444862
AC018521.5	5.279107	1.713526	2.453937	2.834158	2.873911	4.085587	3.830735
MIR4540	0	0	0	0	0	0	0
AC090772.1	0	0.038792	0	0	0.038039	0	0
MIR378F	0	0	0	0	0	0	0
AC131055.1	0	0	0	0	0	0	0
MIR3138	0	0	0	0	0	0	0
AC115989.1	0	0	0	0	0.032704	0	0.05206
RN7SL190P	0	0	0	0	0.123022	0	0
MIR4265	0	0	0	0	0	0	0
AC100830.2	0.522062	0.729575	1.003691	0.628588	2.260824	0.443555	0.213224
SNORD3C	14.570193	20.739617	9.338877	6.770742	19.143351	11.442914	13.147758
MIR4474	0	0	0	0	0	0	0
SH3GL1P2	0.945783	0.369756	0.675964	0.443416	0.441891	0	0.736694
MIR3181	0	0	0	0	0	0	0
PRR29-AS1	0.04482	0.042172	0.065826	0.06589	0.070677	0.032127	0.034576
AC138761.3	0	0	0.003174	0	0	0	0
ALOX12P1	0.287714	0.122363	0.157348	0.09718	0.159003	0.049691	0.069385
MIR4730	0	0	0	0	0	0	0
RN7SL440P	0.083676	0	0.042601	0	0	0.138602	0.166189
AP001033.1	0.047515	0.264866	0.435942	0.411823	0.259018	0.199286	0.443047
MIR5094	0	0	0	0	0	0	0
AC090844.2	0.325162	0.27349	0.199286	0.318428	0.143595	0.885184	0.534139
AC131274.3	0	0	0	0	0	0	0
PRR13P4	0	0.051909	0	0	0	0.033182	0.079563
